ValuationDate,MarketType,Underlying,Stock Name,Volatility Configuration,Spot Price,Expiration Date,Relative Strike,Strike Price,Volatility,Discount Factor,Depth,Forward Price,Dividend Yield
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2028/12/15,150,3418.31,0.248015,0.781137,H,2330.47407,0.0189206
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,50,1139.44,0.327961,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,60,1367.32,0.316767,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,70,1595.21,0.307308,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,80,1823.10,0.299140,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,90,2050.98,0.291976,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,95,2164.93,0.288706,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,100,2278.87,0.285617,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,105,2392.81,0.282693,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,110,2506.76,0.279920,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,120,2734.64,0.274780,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,130,2962.53,0.270115,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,140,3190.42,0.265863,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2031/12/19,150,3418.31,0.261971,0.724563,H,2361.49727,0.0192585
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,50,1139.44,0.328023,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,60,1367.32,0.317952,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,70,1595.21,0.309437,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,80,1823.10,0.302077,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,90,2050.98,0.295611,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,95,2164.93,0.292654,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,100,2278.87,0.289859,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,105,2392.81,0.287208,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,110,2506.76,0.284691,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,120,2734.64,0.280013,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,130,2962.53,0.275750,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,140,3190.42,0.271846,0.641333,H,2409.50251,0.0195383
2017/01/31,Index,S&P 500,S&P 500,EX_MONTHLY_RELATIVE_STRIKES_50_150_20Y,2278.87,2036/12/19,150,3418.31,0.268255,0.641333,H,2409.50251,0.0195383
